10000 20000
7537 37 87
7538 41 37
7539 28 66
7540 98 37
7541 55 89
7542 38 78
7543 77 50
7544 37 93
7545 17 74
7546 99 32
7547 17 23
7548 40 70
7549 39 30
7550 87 92
7551 79 20
7552 57 55
7553 57 91
7554 33 61
7555 38 68
7556 16 19
7557 19 31
7558 16 12
7559 20 19
7560 81 30
7561 76 12
7562 56 23
7563 47 58
7564 73 47
7565 73 87
7566 84 40
7567 62 41
7568 63 41
7569 58 21
7570 16 9
7571 25 12
7572 3 22
7573 8 7
7574 64 33
7575 91 47
7576 76 77
7577 83 93
7578 27 69
7579 13 53
7580 91 82
7581 7 8
7582 43 32
7583 22 32
7584 84 85
7585 47 48
7586 7 96
7587 27 91
7588 21 64
7589 44 86
7590 83 81
7591 88 41
7592 96 90
7593 56 92
7594 100 14
7595 27 83
7596 90 66
7597 1 41
7598 33 75
7599 36 25
7600 17 1
7601 3 71
7602 16 57
7603 4 35
7604 45 11
7605 81 6
7606 34 57
7607 31 52
7608 62 58
7609 31 89
7610 20 37
7611 47 26
7612 39 80
7613 14 83
7614 6 68
7615 95 2
7616 52 100
7617 84 90
7618 55 72
7619 56 75
7620 74 5
7621 68 89
7622 38 16
7623 10 76
7624 61 65
7625 14 64
7626 7 56
7627 44 24
7628 30 71
7629 93 40
7630 47 76
7631 43 23
7632 84 52
7633 4 59
7634 12 66
7635 29 43
7636 48 57
7637 60 91
7638 6 89
7639 83 100
7640 23 80
7641 40 45
7642 12 8
7643 97 51
7644 77 61
7645 28 2
7646 50 45
7647 30 87
7648 14 80
7649 5 57
7650 95 8
7651 39 39
7652 25 89
7653 51 90
7654 18 16
7655 55 29
7656 76 21
7657 21 58
7658 68 49
7659 56 51
7660 45 96
7661 49 62
7662 90 97
7663 47 62
7664 52 87
7665 59 25
7666 12 43
7667 3 11
7668 100 88
7669 36 99
7670 52 33
7671 26 87
7672 13 62
7673 49 44
7674 22 4
7675 91 23
7676 26 92
7677 78 13
7678 66 72
7679 22 23
7680 69 39
7681 31 33
7682 58 61
7683 54 25
7684 96 1
7685 1 5
7686 68 72
7687 51 81
7688 59 32
7689 15 33
7690 87 21
7691 67 25
7692 89 54
7693 64 28
7694 17 56
7695 23 34
7696 62 33
7697 31 85
7698 19 55
7699 36 83
7700 24 26
7701 14 66
7702 33 91
7703 34 15
7704 53 9
7705 45 41
7706 1 10
7707 32 99
7708 17 38
7709 43 70
7710 90 67
7711 52 85
7712 68 36
7713 44 55
7714 55 47
7715 14 14
7716 85 91
7717 13 82
7718 11 17
7719 70 4
7720 63 22
7721 55 47
7722 34 32
7723 83 59
7724 34 70
7725 22 71
7726 20 16
7727 11 52
7728 52 11
7729 70 9
7730 66 73
7731 54 92
7732 26 3
7733 20 89
7734 34 28
7735 57 13
7736 29 60
7737 25 83
7738 8 65
7739 62 81
7740 49 83
7741 68 50
7742 40 54
7743 72 66
7744 10 65
7745 71 87
7746 95 42
7747 70 65
7748 7 33
7749 28 63
7750 18 35
7751 15 6
7752 80 17
7753 28 14
7754 27 20
7755 42 3
7756 78 95
7757 84 41
7758 11 90
7759 28 33
7760 70 43
7761 11 54
7762 77 27
7763 15 52
7764 63 96
7765 59 23
7766 37 70
7767 17 88
7768 95 36
7769 39 68
7770 50 77
7771 49 5
7772 90 78
7773 96 10
7774 27 62
7775 45 10
7776 88 28
7777 57 98
7778 94 87
7779 58 27
7780 42 46
7781 99 49
7782 71 77
7783 74 18
7784 43 45
7785 20 16
7786 52 39
7787 10 51
7788 21 84
7789 61 21
7790 39 52
7791 69 72
7792 18 52
7793 19 77
7794 10 90
7795 63 74
7796 56 1
7797 60 40
7798 66 8
7799 45 17
7800 62 88
7801 14 73
7802 72 7
7803 15 71
7804 45 21
7805 10 56
7806 87 36
7807 22 76
7808 58 76
7809 36 13
7810 84 60
7811 30 37
7812 5 35
7813 87 11
7814 38 44
7815 62 11
7816 43 67
7817 68 13
7818 32 13
7819 64 5
7820 70 32
7821 24 50
7822 10 45
7823 3 24
7824 69 80
7825 40 39
7826 91 58
7827 99 16
7828 7 27
7829 72 74
7830 11 80
7831 40 93
7832 5 85
7833 47 94
7834 10 43
7835 92 63
7836 93 34
7837 6 54
7838 12 49
7839 61 2
7840 39 83
7841 7 64
7842 75 2
7843 81 77
7844 90 23
7845 18 41
7846 98 40
7847 61 88
7848 6 90
7849 74 87
7850 47 27
7851 18 25
7852 42 20
7853 57 62
7854 40 27
7855 48 19
7856 83 25
7857 50 84
7858 49 67
7859 68 14
7860 95 29
7861 27 96
7862 90 63
7863 45 90
7864 70 52
7865 2 89
7866 78 73
7867 77 39
7868 2 80
7869 87 68
7870 95 74
7871 8 76
7872 31 39
7873 56 23
7874 23 58
7875 58 49
7876 81 1
7877 49 98
7878 72 23
7879 64 52
7880 90 69
7881 68 74
7882 21 89
7883 68 23
7884 57 76
7885 3 85
7886 66 75
7887 48 35
7888 75 93
7889 14 76
7890 14 86
7891 32 94
7892 20 72
7893 68 9
7894 55 95
7895 18 18
7896 80 86
7897 73 17
7898 48 13
7899 87 98
7900 42 65
7901 51 6
7902 82 8
7903 58 72
7904 50 77
7905 26 63
7906 24 21
7907 46 50
7908 93 7
7909 76 95
7910 76 64
7911 28 25
7912 28 42
7913 64 24
7914 51 15
7915 41 71
7916 26 2
7917 73 55
7918 41 93
7919 76 28
7920 95 71
7921 79 57
7922 18 54
7923 19 1
7924 71 54
7925 94 75
7926 9 27
7927 42 48
7928 61 43
7929 84 76
7930 90 6
7931 12 32
7932 90 38
7933 17 48
7934 90 73
7935 16 57
7936 99 22
7937 93 36
7938 93 31
7939 74 78
7940 94 6
7941 58 95
7942 29 89
7943 96 35
7944 64 2
7945 23 19
7946 22 2
7947 9 6
7948 63 63
7949 31 56
7950 25 21
7951 24 94
7952 16 53
7953 60 81
7954 27 64
7955 30 65
7956 1 71
7957 91 46
7958 77 33
7959 3 11
7960 24 61
7961 9 12
7962 10 62
7963 96 86
7964 48 79
7965 22 56
7966 27 10
7967 49 77
7968 87 58
7969 48 82
7970 25 58
7971 89 83
7972 46 58
7973 64 2
7974 96 65
7975 33 38
7976 52 71
7977 46 23
7978 11 19
7979 31 30
7980 70 61
7981 34 92
7982 49 35
7983 35 4
7984 81 9
7985 78 100
7986 21 96
7987 12 49
7988 68 15
7989 71 69
7990 63 25
7991 5 89
7992 19 23
7993 57 55
7994 57 62
7995 1 93
7996 56 66
7997 74 53
7998 54 93
7999 13 78
8000 66 30
8001 39 93
8002 30 97
8003 4 81
8004 61 41
8005 64 3
8006 54 12
8007 14 55
8008 11 27
8009 23 68
8010 54 24
8011 13 11
8012 69 1
8013 38 14
8014 62 33
8015 90 25
8016 12 99
8017 75 89
8018 3 15
8019 88 77
8020 69 88
8021 55 91
8022 88 11
8023 12 28
8024 47 91
8025 26 49
8026 72 61
8027 46 87
8028 56 95
8029 25 31
8030 53 94
8031 83 42
8032 21 93
8033 2 93
8034 14 70
8035 48 50
8036 18 62
8037 16 41
8038 17 18
8039 39 60
8040 48 61
8041 7 23
8042 5 10
8043 33 81
8044 92 87
8045 63 4
8046 3 53
8047 65 11
8048 11 45
8049 7 33
8050 55 22
8051 70 3
8052 11 18
8053 49 52
8054 12 25
8055 93 6
8056 90 34
8057 45 67
8058 47 2
8059 82 48
8060 70 16
8061 34 59
8062 20 67
8063 83 39
8064 15 74
8065 83 80
8066 39 89
8067 76 65
8068 4 51
8069 31 92
8070 22 51
8071 68 41
8072 52 6
8073 6 30
8074 99 35
8075 41 15
8076 17 36
8077 32 22
8078 25 56
8079 85 53
8080 32 29
8081 80 29
8082 11 99
8083 8 48
8084 84 50
8085 66 57
8086 71 23
8087 35 93
8088 95 25
8089 66 89
8090 89 75
8091 36 86
8092 68 45
8093 90 69
8094 97 93
8095 9 5
8096 25 51
8097 89 14
8098 84 96
8099 66 61
8100 69 43
8101 41 67
8102 11 81
8103 77 79
8104 94 88
8105 69 69
8106 73 2
8107 89 78
8108 89 44
8109 33 4
8110 59 98
8111 34 62
8112 81 5
8113 16 32
8114 20 3
8115 78 59
8116 19 85
8117 89 18
8118 4 43
8119 15 32
8120 46 32
8121 66 63
8122 80 38
8123 70 30
8124 51 44
8125 28 30
8126 45 39
8127 65 44
8128 6 49
8129 51 90
8130 54 53
8131 92 70
8132 84 59
8133 52 47
8134 46 49
8135 12 15
8136 35 9
8137 98 59
8138 31 51
8139 45 25
8140 88 82
8141 59 13
8142 72 44
8143 34 9
8144 92 35
8145 71 94
8146 78 76
8147 8 28
8148 89 21
8149 83 94
8150 95 65
8151 31 84
8152 27 92
8153 92 95
8154 42 59
8155 4 37
8156 44 20
8157 35 70
8158 44 78
8159 58 77
8160 45 62
8161 75 59
8162 47 38
8163 47 91
8164 78 67
8165 58 17
8166 59 57
8167 96 34
8168 84 87
8169 52 28
8170 54 21
8171 78 52
8172 43 60
8173 31 11
8174 22 31
8175 11 67
8176 87 99
8177 38 48
8178 3 47
8179 29 34
8180 28 7
8181 10 65
8182 56 45
8183 47 34
8184 80 100
8185 3 13
8186 89 83
8187 29 7
8188 66 2
8189 27 40
8190 21 25
8191 79 6
8192 27 85
8193 9 35
8194 16 93
8195 29 55
8196 20 44
8197 44 72
8198 50 26
8199 28 12
8200 91 77
8201 8 19
8202 75 88
8203 18 22
8204 40 67
8205 68 75
8206 70 87
8207 88 34
8208 3 84
8209 28 74
8210 20 66
8211 16 25
8212 80 53
8213 41 13
8214 70 56
8215 57 6
8216 25 17
8217 7 7
8218 98 58
8219 85 95
8220 21 54
8221 56 33
8222 94 88
8223 39 14
8224 30 92
8225 74 25
8226 96 93
8227 17 41
8228 35 81
8229 17 32
8230 64 59
8231 77 51
8232 52 87
8233 63 8
8234 56 9
8235 96 12
8236 47 73
8237 39 72
8238 48 63
8239 72 84
8240 52 3
8241 5 34
8242 78 38
8243 13 1
8244 64 95
8245 28 80
8246 31 64
8247 1 52
8248 31 94
8249 36 18
8250 5 29
8251 99 16
8252 72 99
8253 77 4
8254 36 92
8255 85 70
8256 4 42
8257 50 39
8258 7 6
8259 97 51
8260 71 48
8261 32 45
8262 21 69
8263 4 83
8264 80 91
8265 31 13
8266 85 52
8267 93 25
8268 96 19
8269 10 96
8270 40 82
8271 45 1
8272 1 94
8273 73 76
8274 56 36
8275 22 45
8276 19 80
8277 93 25
8278 16 80
8279 97 34
8280 97 98
8281 38 83
8282 22 36
8283 2 96
8284 22 83
8285 13 48
8286 65 95
8287 29 20
8288 27 85
8289 97 11
8290 40 84
8291 38 72
8292 63 21
8293 20 77
8294 21 80
8295 5 80
8296 83 48
8297 34 58
8298 12 48
8299 83 21
8300 28 42
8301 67 76
8302 84 1
8303 75 33
8304 38 4
8305 67 67
8306 48 39
8307 36 5
8308 18 12
8309 87 63
8310 38 63
8311 36 3
8312 48 50
8313 40 28
8314 59 57
8315 49 95
8316 100 9
8317 55 76
8318 11 90
8319 7 61
8320 80 78
8321 88 98
8322 1 98
8323 22 50
8324 22 15
8325 32 79
8326 3 46
8327 34 91
8328 93 38
8329 73 34
8330 78 70
8331 70 40
8332 95 10
8333 10 3
8334 27 81
8335 41 63
8336 86 26
8337 4 70
8338 65 4
8339 13 82
8340 75 53
8341 43 75
8342 32 16
8343 18 3
8344 21 17
8345 22 88
8346 9 30
8347 7 32
8348 96 76
8349 73 95
8350 15 75
8351 41 70
8352 74 22
8353 75 66
8354 77 59
8355 26 23
8356 90 41
8357 94 95
8358 71 77
8359 50 87
8360 34 76
8361 99 50
8362 44 41
8363 5 64
8364 38 97
8365 5 14
8366 16 12
8367 71 46
8368 37 89
8369 88 21
8370 42 73
8371 15 69
8372 32 87
8373 78 21
8374 67 35
8375 29 68
8376 11 71
8377 70 51
8378 25 30
8379 49 72
8380 72 88
8381 12 65
8382 85 81
8383 8 56
8384 90 97
8385 35 86
8386 39 75
8387 28 86
8388 34 66
8389 42 99
8390 12 78
8391 34 63
8392 89 97
8393 89 98
8394 78 8
8395 57 96
8396 13 95
8397 60 28
8398 34 15
8399 74 26
8400 60 11
8401 38 52
8402 13 27
8403 41 1
8404 23 64
8405 37 96
8406 94 90
8407 20 29
8408 14 15
8409 19 45
8410 91 9
8411 96 83
8412 92 39
8413 73 33
8414 34 89
8415 12 32
8416 56 71
8417 58 60
8418 97 78
8419 85 27
8420 5 12
8421 26 21
8422 34 35
8423 38 27
8424 53 16
8425 85 92
8426 23 53
8427 41 83
8428 83 44
8429 45 28
8430 88 78
8431 47 79
8432 1 54
8433 9 42
8434 4 99
8435 2 60
8436 98 56
8437 63 86
8438 35 37
8439 77 79
8440 9 74
8441 20 53
8442 15 78
8443 5 36
8444 24 39
8445 14 77
8446 65 86
8447 22 53
8448 9 14
8449 82 34
8450 91 5
8451 42 14
8452 10 33
8453 42 42
8454 58 69
8455 34 53
8456 3 14
8457 2 97
8458 30 59
8459 77 33
8460 65 89
8461 85 63
8462 37 17
8463 67 6
8464 100 94
8465 78 47
8466 28 28
8467 72 33
8468 37 95
8469 8 89
8470 43 45
8471 56 53
8472 76 74
8473 53 55
8474 26 37
8475 24 63
8476 84 96
8477 86 97
8478 1 9
8479 5 6
8480 22 98
8481 9 55
8482 91 32
8483 14 37
8484 77 22
8485 23 15
8486 41 96
8487 62 31
8488 20 96
8489 11 25
8490 45 89
8491 96 31
8492 98 71
8493 46 93
8494 95 30
8495 70 38
8496 30 60
8497 59 55
8498 45 53
8499 81 45
8500 73 64
8501 34 49
8502 22 75
8503 21 70
8504 63 59
8505 2 81
8506 35 99
8507 65 8
8508 69 10
8509 56 76
8510 32 38
8511 35 5
8512 74 58
8513 72 83
8514 93 21
8515 7 14
8516 77 58
8517 64 75
8518 5 52
8519 36 9
8520 35 38
8521 2 35
8522 7 10
8523 2 79
8524 68 44
8525 90 5
8526 8 86
8527 4 17
8528 36 78
8529 76 54
8530 28 13
8531 31 93
8532 69 70
8533 11 49
8534 6 34
8535 53 79
8536 3 28
8537 44 60
8538 23 64
8539 39 43
8540 58 48
8541 96 15
8542 70 43
8543 51 31
8544 53 43
8545 41 94
8546 13 1
8547 71 77
8548 12 41
8549 10 89
8550 5 13
8551 68 51
8552 42 32
8553 16 25
8554 97 74
8555 49 52
8556 88 92
8557 49 73
8558 46 27
8559 53 37
8560 12 69
8561 32 66
8562 62 91
8563 24 94
8564 54 81
8565 23 54
8566 26 13
8567 88 12
8568 20 100
8569 77 20
8570 63 36
8571 86 29
8572 14 46
8573 69 65
8574 30 63
8575 33 33
8576 76 98
8577 91 42
8578 44 22
8579 44 22
8580 30 22
8581 65 88
8582 31 65
8583 25 83
8584 12 76
8585 62 99
8586 90 44
8587 87 34
8588 26 72
8589 24 30
8590 91 6
8591 17 33
8592 33 23
8593 14 89
8594 48 56
8595 4 54
8596 98 7
8597 5 39
8598 80 17
8599 70 34
8600 18 89
8601 77 49
8602 85 69
8603 1 83
8604 61 53
8605 55 54
8606 25 62
8607 91 1
8608 86 78
8609 47 52
8610 27 23
8611 22 95
8612 6 3
8613 100 8
8614 13 62
8615 5 57
8616 64 55
8617 37 82
8618 16 56
8619 70 98
8620 29 87
8621 100 39
8622 14 16
8623 40 28
8624 81 82
8625 41 71
8626 100 85
8627 46 63
8628 58 59
8629 97 14
8630 60 84
8631 40 99
8632 29 59
8633 7 42
8634 91 96
8635 93 25
8636 44 10
8637 50 55
8638 5 97
8639 98 16
8640 92 94
8641 32 72
8642 29 60
8643 99 29
8644 53 88
8645 69 18
8646 72 20
8647 52 57
8648 12 57
8649 45 14
8650 63 60
8651 55 55
8652 93 78
8653 48 73
8654 44 80
8655 48 20
8656 8 12
8657 33 23
8658 51 88
8659 29 85
8660 60 29
8661 1 23
8662 16 20
8663 79 78
8664 74 51
8665 64 55
8666 97 94
8667 13 28
8668 61 35
8669 40 57
8670 30 99
8671 95 96
8672 80 47
8673 57 75
8674 41 29
8675 95 44
8676 86 43
8677 41 43
8678 18 27
8679 72 44
8680 33 89
8681 45 61
8682 57 8
8683 14 86
8684 8 17
8685 42 43
8686 88 14
8687 38 75
8688 7 37
8689 36 81
8690 85 14
8691 49 81
8692 6 12
8693 44 14
8694 44 34
8695 89 13
8696 77 47
8697 1 19
8698 24 16
8699 83 73
8700 39 51
8701 79 91
8702 85 10
8703 37 33
8704 35 66
8705 3 32
8706 29 9
8707 5 25
8708 6 2
8709 83 73
8710 73 64
8711 87 79
8712 16 80
8713 7 80
8714 62 31
8715 74 95
8716 59 77
8717 60 28
8718 60 42
8719 87 55
8720 35 15
8721 65 11
8722 73 95
8723 79 39
8724 50 61
8725 4 60
8726 39 65
8727 88 75
8728 61 48
8729 93 99
8730 80 2
8731 62 59
8732 88 23
8733 9 20
8734 90 31
8735 59 90
8736 72 72
8737 98 83
8738 21 23
8739 8 28
8740 17 41
8741 41 99
8742 22 19
8743 27 98
8744 15 84
8745 86 1
8746 22 22
8747 96 43
8748 52 18
8749 13 80
8750 58 58
8751 68 79
8752 76 2
8753 72 42
8754 42 84
8755 19 65
8756 73 60
8757 5 71
8758 30 47
8759 23 61
8760 7 23
8761 68 3
8762 90 72
8763 9 99
8764 64 56
8765 73 16
8766 93 92
8767 79 4
8768 39 21
8769 14 92
8770 77 31
8771 97 80
8772 48 99
8773 27 62
8774 36 7
8775 86 28
8776 41 28
8777 69 97
8778 64 73
8779 71 53
8780 67 84
8781 31 84
8782 74 1
8783 14 9
8784 46 8
8785 65 84
8786 81 90
8787 50 1
8788 39 71
8789 48 82
8790 27 46
8791 6 57
8792 53 99
8793 33 46
8794 46 6
8795 47 6
8796 7 67
8797 84 59
8798 40 33
8799 17 97
8800 100 34
8801 22 33
8802 79 23
8803 81 79
8804 90 52
8805 87 40
8806 76 45
8807 86 39
8808 49 7
8809 67 8
8810 86 75
8811 17 100
8812 74 24
8813 4 13
8814 40 50
8815 8 61
8816 99 67
8817 39 48
8818 2 31
8819 30 89
8820 60 5
8821 25 11
8822 53 57
8823 31 12
8824 96 2
8825 29 89
8826 16 35
8827 89 37
8828 20 28
8829 1 55
8830 73 44
8831 49 100
8832 31 66
8833 67 10
8834 36 3
8835 48 17
8836 60 25
8837 38 71
8838 87 63
8839 5 27
8840 19 90
8841 92 67
8842 5 76
8843 27 42
8844 79 3
8845 65 25
8846 5 68
8847 86 49
8848 7 61
8849 77 39
8850 49 6
8851 60 51
8852 88 50
8853 77 68
8854 56 74
8855 80 69
8856 74 57
8857 32 60
8858 53 100
8859 25 57
8860 66 37
8861 21 83
8862 67 61
8863 8 15
8864 2 78
8865 24 7
8866 86 28
8867 4 6
8868 31 56
8869 36 36
8870 73 17
8871 17 29
8872 75 2
8873 69 22
8874 99 34
8875 76 62
8876 62 69
8877 31 86
8878 54 23
8879 100 69
8880 68 72
8881 44 100
8882 34 64
8883 87 87
8884 1 14
8885 75 22
8886 4 49
8887 83 86
8888 99 6
8889 87 80
8890 32 98
8891 87 26
8892 19 18
8893 55 97
8894 84 29
8895 51 68
8896 82 59
8897 11 13
8898 89 54
8899 82 68
8900 81 64
8901 2 45
8902 82 40
8903 42 86
8904 51 51
8905 40 25
8906 37 27
8907 65 81
8908 63 95
8909 61 85
8910 54 59
8911 96 98
8912 92 14
8913 60 84
8914 24 95
8915 81 40
8916 91 81
8917 52 71
8918 19 57
8919 56 58
8920 80 23
8921 5 3
8922 4 80
8923 31 35
8924 19 29
8925 81 75
8926 85 31
8927 49 89
8928 79 77
8929 26 93
8930 49 96
8931 79 69
8932 83 59
8933 19 85
8934 84 17
8935 11 47
8936 86 95
8937 81 5
8938 89 23
8939 79 73
8940 71 62
8941 71 37
8942 74 39
8943 55 19
8944 21 32
8945 83 87
8946 91 47
8947 77 45
8948 25 17
8949 77 80
8950 13 22
8951 75 58
8952 58 45
8953 54 16
8954 40 58
8955 92 85
8956 22 62
8957 61 24
8958 34 77
8959 22 43
8960 97 51
8961 26 86
8962 39 63
8963 37 36
8964 6 88
8965 85 62
8966 1 92
8967 1 1
8968 24 52
8969 8 95
8970 22 68
8971 37 68
8972 8 55
8973 34 91
8974 47 3
8975 100 100
8976 94 76
8977 7 52
8978 37 6
8979 65 48
8980 99 97
8981 33 90
8982 16 62
8983 50 17
8984 17 59
8985 72 22
8986 9 54
8987 69 68
8988 89 40
8989 81 8
8990 53 10
8991 24 1
8992 59 79
8993 40 72
8994 9 69
8995 31 98
8996 95 4
8997 29 29
8998 82 66
8999 88 52
9000 85 69
9001 78 34
9002 65 98
9003 30 12
9004 82 42
9005 57 89
9006 62 85
9007 27 7
9008 34 81
9009 53 69
9010 48 45
9011 20 42
9012 61 81
9013 68 10
9014 73 19
9015 42 14
9016 68 97
9017 20 5
9018 5 33
9019 8 94
9020 57 49
9021 75 3
9022 11 47
9023 25 51
9024 6 32
9025 84 40
9026 34 6
9027 66 4
9028 98 21
9029 16 22
9030 64 88
9031 46 15
9032 49 40
9033 60 27
9034 3 16
9035 35 42
9036 88 73
9037 24 12
9038 19 34
9039 27 64
9040 100 12
9041 14 85
9042 89 39
9043 71 37
9044 24 6
9045 46 14
9046 49 85
9047 68 31
9048 10 2
9049 59 21
9050 65 64
9051 28 60
9052 48 81
9053 5 21
9054 7 2
9055 31 89
9056 43 47
9057 32 43
9058 95 80
9059 44 59
9060 29 96
9061 9 39
9062 16 78
9063 37 10
9064 30 59
9065 32 85
9066 56 82
9067 38 31
9068 50 66
9069 77 33
9070 97 23
9071 18 44
9072 34 89
9073 5 95
9074 76 87
9075 20 64
9076 77 9
9077 8 83
9078 39 1
9079 84 89
9080 9 50
9081 5 41
9082 24 22
9083 54 92
9084 39 48
9085 59 63
9086 40 79
9087 3 49
9088 74 2
9089 65 92
9090 1 73
9091 70 67
9092 54 47
9093 39 64
9094 62 40
9095 69 39
9096 97 69
9097 85 57
9098 100 5
9099 85 40
9100 25 88
9101 61 18
9102 27 10
9103 14 31
9104 5 10
9105 12 78
9106 67 24
9107 88 44
9108 83 42
9109 33 60
9110 10 10
9111 62 46
9112 37 24
9113 66 34
9114 50 39
9115 1 8
9116 14 77
9117 29 31
9118 8 70
9119 62 67
9120 20 33
9121 98 7
9122 75 6
9123 86 92
9124 79 40
9125 20 30
9126 55 83
9127 26 50
9128 66 15
9129 96 62
9130 72 3
9131 28 68
9132 22 4
9133 57 11
9134 62 33
9135 54 47
9136 85 65
9137 85 13
9138 83 23
9139 69 43
9140 20 73
9141 12 5
9142 12 15
9143 77 78
9144 12 5
9145 22 51
9146 18 96
9147 86 6
9148 56 52
9149 11 89
9150 31 93
9151 83 58
9152 26 75
9153 36 44
9154 43 41
9155 91 19
9156 48 86
9157 42 83
9158 42 28
9159 74 79
9160 59 28
9161 48 23
9162 9 40
9163 29 14
9164 38 85
9165 60 76
9166 48 92
9167 90 37
9168 29 80
9169 22 67
9170 16 50
9171 66 30
9172 62 47
9173 8 37
9174 73 94
9175 27 26
9176 61 85
9177 28 14
9178 72 52
9179 61 29
9180 18 29
9181 42 82
9182 68 23
9183 71 93
9184 96 35
9185 4 100
9186 47 52
9187 75 7
9188 53 7
9189 9 27
9190 25 40
9191 15 80
9192 65 51
9193 29 61
9194 22 54
9195 81 73
9196 30 19
9197 65 31
9198 74 44
9199 95 15
9200 32 72
9201 23 82
9202 40 65
9203 23 14
9204 59 46
9205 58 40
9206 95 73
9207 73 52
9208 23 72
9209 44 78
9210 88 37
9211 82 17
9212 29 4
9213 53 29
9214 80 77
9215 88 53
9216 93 79
9217 10 81
9218 91 86
9219 71 7
9220 85 9
9221 83 27
9222 69 94
9223 50 79
9224 20 52
9225 29 20
9226 38 40
9227 81 99
9228 64 16
9229 96 94
9230 35 71
9231 24 29
9232 85 83
9233 93 61
9234 82 89
9235 100 4
9236 66 33
9237 96 59
9238 12 67
9239 48 4
9240 30 21
9241 97 76
9242 64 70
9243 79 87
9244 74 51
9245 82 71
9246 22 73
9247 84 97
9248 94 55
9249 78 27
9250 42 29
9251 13 96
9252 55 47
9253 39 9
9254 76 41
9255 13 89
9256 18 82
9257 86 99
9258 31 76
9259 94 30
9260 64 7
9261 46 54
9262 83 4
9263 29 78
9264 97 15
9265 61 46
9266 98 60
9267 48 35
9268 96 44
9269 12 22
9270 7 10
9271 72 67
9272 58 95
9273 29 96
9274 17 18
9275 7 10
9276 41 69
9277 87 27
9278 40 56
9279 79 14
9280 39 27
9281 44 63
9282 23 77
9283 9 41
9284 28 27
9285 59 84
9286 2 26
9287 48 15
9288 78 78
9289 34 9
9290 48 49
9291 80 43
9292 41 81
9293 26 87
9294 53 31
9295 71 84
9296 21 23
9297 9 68
9298 6 6
9299 15 49
9300 9 72
9301 7 66
9302 49 3
9303 37 40
9304 89 23
9305 71 80
9306 15 79
9307 74 54
9308 3 67
9309 30 85
9310 10 59
9311 89 11
9312 66 38
9313 89 26
9314 32 34
9315 32 79
9316 64 46
9317 30 44
9318 76 36
9319 49 85
9320 85 67
9321 60 41
9322 39 2
9323 39 21
9324 26 97
9325 85 80
9326 67 48
9327 13 45
9328 92 34
9329 70 48
9330 2 48
9331 22 72
9332 84 25
9333 58 46
9334 94 2
9335 74 5
9336 94 90
9337 84 7
9338 89 18
9339 52 29
9340 59 100
9341 30 69
9342 88 13
9343 47 4
9344 75 98
9345 31 88
9346 88 52
9347 93 3
9348 40 83
9349 69 41
9350 79 19
9351 100 89
9352 37 66
9353 72 23
9354 14 67
9355 67 54
9356 38 88
9357 69 81
9358 39 97
9359 26 6
9360 98 30
9361 39 59
9362 63 75
9363 42 86
9364 20 56
9365 15 41
9366 32 31
9367 43 51
9368 73 11
9369 100 41
9370 70 30
9371 1 14
9372 32 38
9373 54 51
9374 57 86
9375 92 57
9376 60 13
9377 74 36
9378 75 53
9379 47 14
9380 9 61
9381 72 22
9382 32 25
9383 51 86
9384 93 80
9385 23 100
9386 70 41
9387 56 32
9388 90 33
9389 39 98
9390 70 25
9391 85 44
9392 88 84
9393 39 99
9394 29 65
9395 37 77
9396 75 61
9397 52 46
9398 82 44
9399 35 41
9400 24 39
9401 84 88
9402 66 84
9403 52 85
9404 40 64
9405 86 73
9406 91 40
9407 52 10
9408 22 40
9409 10 4
9410 48 26
9411 85 62
9412 69 59
9413 58 68
9414 54 71
9415 7 14
9416 60 62
9417 21 44
9418 17 37
9419 44 77
9420 97 85
9421 27 96
9422 76 82
9423 61 32
9424 85 59
9425 35 32
9426 64 66
9427 41 45
9428 26 82
9429 89 83
9430 74 34
9431 44 80
9432 77 68
9433 32 7
9434 6 30
9435 79 86
9436 20 21
9437 89 96
9438 20 59
9439 74 72
9440 93 40
9441 39 11
9442 40 15
9443 16 18
9444 89 56
9445 57 76
9446 69 33
9447 59 39
9448 14 18
9449 60 60
9450 99 26
9451 94 46
9452 88 34
9453 81 57
9454 43 78
9455 100 77
9456 4 16
9457 1 23
9458 63 71
9459 39 56
9460 43 16
9461 75 32
9462 28 26
9463 72 73
9464 73 66
9465 34 88
9466 47 90
9467 76 79
9468 18 78
9469 57 39
9470 48 36
9471 59 71
9472 51 32
9473 93 33
9474 4 1
9475 41 60
9476 8 14
9477 100 74
9478 59 9
9479 22 7
9480 64 11
9481 81 77
9482 90 46
9483 53 37
9484 11 90
9485 14 16
9486 97 83
9487 45 39
9488 17 75
9489 7 98
9490 50 58
9491 24 5
9492 63 22
9493 44 60
9494 88 8
9495 45 66
9496 44 13
9497 80 86
9498 67 16
9499 76 56
9500 94 94
9501 52 91
9502 96 51
9503 17 35
9504 10 68
9505 62 58
9506 91 67
9507 73 32
9508 92 34
9509 98 82
9510 28 83
9511 46 79
9512 45 56
9513 22 8
9514 52 41
9515 99 85
9516 53 5
9517 8 97
9518 91 23
9519 38 6
9520 36 86
9521 54 61
9522 45 32
9523 63 36
9524 53 75
9525 54 20
9526 33 91
9527 70 86
9528 94 34
9529 18 70
9530 7 41
9531 80 75
9532 26 37
9533 100 100
9534 14 15
9535 89 2
